ProductId,WarehouseId,PhxWarehouseId,Inventory
10075369,69422,2000514,0
10075369,69394,2000507,0
10075369,69392,2000505,999
10075369,69400,2000511,995
10075382,69400,2000511,0
10075382,69394,2000507,0
10075491,69394,2000507,0
10075491,69422,2000514,0
10075491,69400,2000511,0
10075491,128081,2000819,0
10075493,69394,2000507,0
10075493,69392,2000505,0
10075493,69400,2000511,0
10075493,128081,2000819,0
10075596,128081,2000819,0
10075596,69394,2000507,64
10075596,69392,2000505,32
10075596,69400,2000511,339
10075596,69422,2000514,0
10075602,69422,2000514,0
10075602,69392,2000505,402
10075602,69394,2000507,116
10075602,128081,2000819,0
10075949,69400,2000511,9
10075950,69392,2000505,0
10075950,69400,2000511,0
10075950,69394,2000507,434
10075950,69422,2000514,0
10075950,128081,2000819,0
10076066,69422,2000514,0
10076282,128081,2000819,0
10076282,69394,2000507,60
10076282,69392,2000505,4
10076282,69400,2000511,0
10076283,69400,2000511,30
10076283,69392,2000505,42
10076283,69394,2000507,0
10076283,69422,2000514,0
10076284,69422,2000514,0
10076284,69394,2000507,0
10076284,69392,2000505,19
10076284,69400,2000511,59
10076285,69400,2000511,5
10076285,69392,2000505,0
10076285,69394,2000507,60
10076285,69422,2000514,0
10076285,128081,2000819,0
10076337,128081,2000819,0
10076337,69394,2000507,250
10076337,69400,2000511,231
10076337,69392,2000505,619
10076337,69422,2000514,0
10076434,128081,2000819,0
10076435,69400,2000511,69
10076435,69394,2000507,353
10076436,69394,2000507,296
10076436,128081,2000819,0
10076436,69422,2000514,0
10076469,128081,2000819,0
10076469,69394,2000507,165
10076469,69392,2000505,748
10076469,69400,2000511,77
10076469,69388,2000502,0
10076469,69422,2000514,0
10076976,69422,2000514,0
10076976,69388,2000502,0
10076976,69392,2000505,320
10076976,69394,2000507,262
10076976,128081,2000819,0
10076984,69392,2000505,0
10076984,69394,2000507,12
10076984,69400,2000511,12
10076984,69422,2000514,0
10076991,69394,2000507,0
10076992,69394,2000507,0
10076992,69422,2000514,0
10076992,69392,2000505,0
10076995,69392,2000505,0
10076995,69422,2000514,0
10076995,69394,2000507,69
10076995,69400,2000511,98
10077003,69394,2000507,0
10077003,69392,2000505,0
10077236,128081,2000819,0
10077236,69394,2000507,6
10077236,69392,2000505,180
10077236,69400,2000511,49
10077236,69422,2000514,0
10077442,69422,2000514,0
10077442,69400,2000511,0
10077442,69394,2000507,0
10077443,69394,2000507,0
10077488,69394,2000507,0
10077488,69400,2000511,0
10077488,128081,2000819,0
10077655,69392,2000505,52
10077655,69400,2000511,4
10077655,69394,2000507,12
10077655,69422,2000514,0
10077656,69422,2000514,0
10077656,69394,2000507,8
10077656,69400,2000511,16
10077656,69392,2000505,153
10077704,69392,2000505,136
10077705,69400,2000511,156
10077705,69392,2000505,41
10077705,69394,2000507,64
10077731,69394,2000507,385
10077731,69392,2000505,228
10077785,69394,2000507,0
10077787,69394,2000507,0
10077788,69422,2000514,0
10077788,128081,2000819,0
10077790,69394,2000507,0
10077791,69422,2000514,0
10077791,128081,2000819,0
10077792,69394,2000507,0
10077801,69394,2000507,0
10077802,69392,2000505,0
10077802,69400,2000511,0
10077802,69394,2000507,0
10077802,69422,2000514,0
10077802,128081,2000819,0
10077808,69400,2000511,0
10077808,69394,2000507,0
10078226,69394,2000507,706
10078226,69392,2000505,376
10078226,69400,2000511,303
10078226,69422,2000514,0
10078227,69422,2000514,0
10078227,69400,2000511,234
10078227,69392,2000505,0
10078227,69394,2000507,0
10078310,69400,2000511,0
10078312,69400,2000511,0
10078338,69392,2000505,0
10078338,69400,2000511,1
10078338,69394,2000507,0
10078338,69422,2000514,0
10078338,128081,2000819,0
10078340,128081,2000819,0
10078340,69394,2000507,0
10078340,69392,2000505,106
10078340,69400,2000511,144
10078521,69392,2000505,0
10078521,69400,2000511,0
10078521,69394,2000507,0
10078523,69394,2000507,0
10078523,69392,2000505,0
10078523,69400,2000511,0
10078891,128081,2000819,0
10078892,128081,2000819,0
10078892,69400,2000511,-432
10078892,69394,2000507,0
10079357,69392,2000505,0
10079357,69400,2000511,0
10079357,69422,2000514,0
10079357,128081,2000819,0
10079443,69394,2000507,0
10079443,69392,2000505,0
10079443,69400,2000511,0
10079443,128081,2000819,0
10079443,69422,2000514,0
10079544,69394,2000507,0
10079549,69394,2000507,0
10079549,69400,2000511,0
10079549,69422,2000514,0
10079549,128081,2000819,0
10079597,69422,2000514,0
10079597,69400,2000511,0
10079597,69394,2000507,0
10079621,69394,2000507,0
10079621,128081,2000819,0
10079622,69392,2000505,0
10079691,69394,2000507,0
10079691,69400,2000511,0
10079691,128081,2000819,0
10079691,69422,2000514,0
10079692,69394,2000507,0
10079693,69394,2000507,0
10079693,69400,2000511,0
10079693,69422,2000514,0
10079693,128081,2000819,0
10079694,69394,2000507,0
10079695,69394,2000507,0
10079695,69400,2000511,0
10079698,69394,2000507,0
10079698,69422,2000514,0
10079703,69422,2000514,0
10079703,69394,2000507,3
10079703,69392,2000505,17
10079703,128081,2000819,0
10079703,69400,2000511,0
10079704,69400,2000511,0
10079704,128081,2000819,0
10079704,69392,2000505,0
10079704,69394,2000507,10
10079704,69422,2000514,0
10079706,69394,2000507,13
10079706,69392,2000505,18
10079706,128081,2000819,0
10079706,69400,2000511,0
10079707,69400,2000511,0
10079707,128081,2000819,0
10079707,69392,2000505,9
10079707,69394,2000507,16
10079707,69422,2000514,0
10079710,69394,2000507,8
10079712,69394,2000507,10
10079713,69394,2000507,18
10079713,69422,2000514,0
10079720,69422,2000514,0
10079720,69394,2000507,162
10079720,69392,2000505,162
10079720,128081,2000819,0
10079721,128081,2000819,0
10079721,69394,2000507,162
10079721,69422,2000514,0
10079722,69422,2000514,0
10079722,69394,2000507,162
10079722,69392,2000505,127
10079722,128081,2000819,0
10079756,128081,2000819,0
10079756,69400,2000511,76
10079756,69394,2000507,0
10079756,69422,2000514,0
10079766,69394,2000507,0
10079766,69392,2000505,0
10079769,69392,2000505,0
10079769,69422,2000514,0
10079771,69422,2000514,0
10079771,69392,2000505,0
10079771,69394,2000507,0
10079771,128081,2000819,0
10079771,69400,2000511,0
10079772,69400,2000511,0
10079772,128081,2000819,0
10079772,69394,2000507,0
10079772,69392,2000505,0
10079772,69422,2000514,0
10079774,69422,2000514,0
10079774,69392,2000505,0
10079774,69394,2000507,0
10079774,69400,2000511,0
10079775,69400,2000511,0
10079775,128081,2000819,0
10079775,69394,2000507,0
10079775,69392,2000505,0
10079775,69422,2000514,0
10079777,69422,2000514,0
10079777,69392,2000505,0
10079777,69394,2000507,0
10079777,128081,2000819,0
10079777,69400,2000511,0
10079778,69400,2000511,0
10079778,128081,2000819,0
10079778,69394,2000507,0
10079778,69392,2000505,0
10079778,69422,2000514,0
10079781,69394,2000507,0
10079789,69394,2000507,0
10079789,69392,2000505,0
10079795,69394,2000507,0
10079795,69422,2000514,0
10079796,69422,2000514,0
10079796,69394,2000507,0
10079805,69394,2000507,0
10079805,69392,2000505,0
10079811,69392,2000505,172
10079818,69392,2000505,288
10079818,69400,2000511,0
10079818,69394,2000507,0
10079820,69394,2000507,172
10079820,69400,2000511,0
10079820,69392,2000505,231
10079820,69422,2000514,0
10079820,128081,2000819,0
10079823,69422,2000514,0
10079823,69394,2000507,0
10079828,69422,2000514,0
10079875,69394,2000507,0
10079876,69394,2000507,0
10079878,69394,2000507,0
10079879,69394,2000507,0
10079880,69394,2000507,0
10079881,69394,2000507,0
10079882,69394,2000507,0
10079883,69394,2000507,0
10079885,69394,2000507,153
10079885,69392,2000505,33
10079885,69400,2000511,0
10079887,69394,2000507,111
10079887,69422,2000514,0
10080073,69392,2000505,0
10080073,69394,2000507,0
10080073,69422,2000514,0
10080073,128081,2000819,0
10080074,69422,2000514,0
10080074,69394,2000507,40
10080074,69400,2000511,37
10080074,69392,2000505,0
10080074,128081,2000819,0
10080075,69394,2000507,0
10080075,69422,2000514,0
10080076,128081,2000819,0
10080076,69392,2000505,0
10080076,69394,2000507,163
10080076,69400,2000511,0
10080076,69422,2000514,0
10080101,69422,2000514,0
10080101,69394,2000507,322
10080101,69392,2000505,154
10080101,69400,2000511,134
10080101,128081,2000819,0
10080102,128081,2000819,0
10080102,69400,2000511,4
10080102,69392,2000505,1
10080102,69394,2000507,129
10080102,69422,2000514,0
10080103,69392,2000505,135
10080103,69400,2000511,192
10080103,128081,2000819,0
10080104,69392,2000505,0
10080104,69394,2000507,0
10080104,69422,2000514,0
10080104,128081,2000819,0
10080105,69400,2000511,22
10080106,69400,2000511,169
10080106,69394,2000507,264
10080106,128081,2000819,0
10080106,69422,2000514,0
10080111,128081,2000819,0
10080111,69394,2000507,213
10080111,69388,2000502,0
10080111,69392,2000505,-9
10080111,69400,2000511,0
10080111,69422,2000514,0
10080118,69422,2000514,0
10080118,69392,2000505,13
10080118,69394,2000507,60
10080118,69400,2000511,0
10080118,128081,2000819,0
10080119,69400,2000511,0
10080119,69394,2000507,30
10080119,69392,2000505,41
10080119,69422,2000514,0
10080120,69422,2000514,0
10080120,69392,2000505,46
10080120,69394,2000507,35
10080120,69400,2000511,0
10080120,128081,2000819,0
10080121,128081,2000819,0
10080121,69400,2000511,0
10080121,69394,2000507,0
10080121,69392,2000505,6
10080121,69422,2000514,0
10080180,128081,2000819,0
10080180,69400,2000511,0
10080182,69400,2000511,0
10080184,69400,2000511,0
10080184,128081,2000819,0
10080918,128081,2000819,0
10080918,69392,2000505,152
10080932,69400,2000511,0
10080932,69392,2000505,0
10080932,69394,2000507,0
10080932,128081,2000819,0
10080933,128081,2000819,0
10080933,69394,2000507,12
10080933,69400,2000511,0
10080934,69400,2000511,0
10080934,69392,2000505,69
10080934,69394,2000507,0
10080934,128081,2000819,0
10080935,69394,2000507,0
10080937,69394,2000507,0
10080937,69400,2000511,0
10080937,69392,2000505,0
10080937,69422,2000514,0
10080939,69392,2000505,92
10080939,69400,2000511,0
10081209,69400,2000511,0
10081209,128081,2000819,0
10081211,128081,2000819,0
10081211,69400,2000511,0
10081213,69400,2000511,0
10081215,69400,2000511,0
10081215,128081,2000819,0
10081259,128081,2000819,0
10081259,69422,2000514,0
10081259,69400,2000511,0
10081260,69400,2000511,0
10081260,128081,2000819,0
10081280,128081,2000819,0
10081280,69392,2000505,49
10081280,69400,2000511,52
10081280,69394,2000507,45
10081532,69394,2000507,95
10082128,128081,2000819,0
10082128,69400,2000511,0
10082129,69400,2000511,0
10082130,69400,2000511,0
10082130,128081,2000819,0
10082130,69422,2000514,0
10082133,69392,2000505,0
10082133,69394,2000507,0
10082133,69400,2000511,0
10082133,69422,2000514,0
10082135,69400,2000511,0
10082135,128081,2000819,0
10082137,128081,2000819,0
10082137,69400,2000511,0
10082137,69394,2000507,0
10082137,69422,2000514,0
10082138,69394,2000507,0
10082155,69400,2000511,0
10082155,69392,2000505,0
10082155,69394,2000507,0
10082155,128081,2000819,0
10082287,69422,2000514,0
10082287,69394,2000507,0
10082287,69400,2000511,0
10082287,69392,2000505,0
10082288,69422,2000514,0
10082289,69422,2000514,0
10082294,69394,2000507,0
10082294,69400,2000511,0
10082295,69394,2000507,0
10082296,69394,2000507,0
10082296,69392,2000505,0
10082296,69400,2000511,0
10082297,69394,2000507,0
10082297,69422,2000514,0
10082298,69394,2000507,0
10082299,69394,2000507,0
10082299,69400,2000511,0
10082300,69394,2000507,0
10082307,69394,2000507,0
10082307,69400,2000511,0
10082307,69422,2000514,0
10082307,128081,2000819,0
10082343,69394,2000507,0
10082373,69422,2000514,0
10082373,128081,2000819,0
10082373,69392,2000505,0
10082373,69394,2000507,0
10082373,69400,2000511,0
10082373,69388,2000502,0
10082375,69388,2000502,0
10082375,69394,2000507,0
10082375,69400,2000511,0
10082375,69392,2000505,0
10082375,128081,2000819,0
10082375,69422,2000514,0
10082377,128081,2000819,0
10082377,69392,2000505,0
10082377,69394,2000507,0
10082377,69400,2000511,0
10082377,69388,2000502,0
10082395,69394,2000507,0
10082400,69394,2000507,0
10082579,69392,2000505,0
10082579,69400,2000511,0
10082580,69392,2000505,0
10082580,69422,2000514,0
10082580,69394,2000507,0
10082580,128081,2000819,0
10082581,128081,2000819,0
10082581,69394,2000507,0
10082581,69400,2000511,0
10082581,69392,2000505,0
10082582,69400,2000511,0
10082582,69394,2000507,0
10082582,128081,2000819,0
10082582,69392,2000505,0
10082583,69392,2000505,0
10082583,128081,2000819,0
10082583,69400,2000511,0
10082584,69400,2000511,0
10082584,69394,2000507,0
10082584,69422,2000514,0
10082584,128081,2000819,0
10082584,69392,2000505,0
10082585,69392,2000505,0
10082585,128081,2000819,0
10082585,69422,2000514,0
10082585,69394,2000507,0
10082585,69400,2000511,0
10082586,69392,2000505,0
10082586,128081,2000819,0
10082587,69392,2000505,0
10082587,69394,2000507,0
10082588,69394,2000507,0
10082588,69392,2000505,0
10082590,128081,2000819,0
10082602,69392,2000505,0
10082602,69394,2000507,0
10082602,69400,2000511,0
10082602,69422,2000514,0
10082602,128081,2000819,0
10082758,69394,2000507,0
10082762,128081,2000819,0
10082943,128081,2000819,0
10082943,69392,2000505,0
10082943,69400,2000511,0
10082943,69394,2000507,0
10082945,69400,2000511,0
10082945,69392,2000505,0
10082945,69422,2000514,0
10082945,128081,2000819,0
10082947,69392,2000505,0
10083054,69400,2000511,0
10083054,69392,2000505,0
10083054,69394,2000507,0
10083054,69422,2000514,0
10083059,69422,2000514,0
10083059,69392,2000505,0
10083060,69394,2000507,0
10083060,69422,2000514,0
10083061,69422,2000514,0
10083061,69394,2000507,0
10083061,69400,2000511,0
10083061,128081,2000819,0
10083062,69392,2000505,0
10083062,69400,2000511,0
10083062,69394,2000507,0
10083062,69422,2000514,0
10083122,69394,2000507,0
10083122,69392,2000505,0
10083122,69400,2000511,0
10083123,128081,2000819,0
10083123,69394,2000507,0
10083123,69392,2000505,0
10083123,69400,2000511,0
10083124,69392,2000505,0
10083124,69394,2000507,0
10083124,128081,2000819,0
10083124,69422,2000514,0
10083127,128081,2000819,0
10083127,69392,2000505,0
10083127,69400,2000511,0
10083127,69394,2000507,0
10083127,69422,2000514,0
10083129,69392,2000505,0
10083129,69400,2000511,0
10083129,69422,2000514,0
10083236,128081,2000819,0
10083236,69394,2000507,0
10083238,128081,2000819,0
10083241,128081,2000819,0
10083241,69394,2000507,0
10083241,69392,2000505,0
10083241,69400,2000511,0
10083241,69422,2000514,0
10083242,69422,2000514,0
10083243,69392,2000505,0
10083243,69394,2000507,0
10083243,128081,2000819,0
10083245,128081,2000819,0
10083247,69422,2000514,0
10083247,69394,2000507,0
10083247,69392,2000505,0
10083248,69392,2000505,0
10083248,69400,2000511,0
10083248,69394,2000507,0
10083248,69422,2000514,0
10083248,128081,2000819,0
10083268,69394,2000507,0
10083268,69400,2000511,0
10083269,69400,2000511,0
10083269,69394,2000507,0
10083269,69392,2000505,0
10083277,69394,2000507,0
10083277,69400,2000511,0
10083278,69400,2000511,0
10083278,69422,2000514,0
10083279,128081,2000819,0
10083279,69400,2000511,0
10083279,69394,2000507,0
10083281,69394,2000507,0
10083282,69394,2000507,0
10083284,69400,2000511,0
10083284,69422,2000514,0
10083285,69394,2000507,0
10083297,128081,2000819,0
10083302,69400,2000511,0
10083302,69422,2000514,0
10083302,128081,2000819,0
10083305,69394,2000507,0
10083307,69394,2000507,0
10083307,69392,2000505,0
10083308,69392,2000505,0
10083308,69394,2000507,0
10083315,69394,2000507,0
10083317,69392,2000505,0
10083317,69394,2000507,0
10083337,69394,2000507,0
10083337,69422,2000514,0
10083338,69422,2000514,0
10083338,69394,2000507,0
10083338,69400,2000511,0
10083338,69392,2000505,0
10083341,69394,2000507,0
10083351,69394,2000507,0
10083352,69394,2000507,0
10083365,69400,2000511,0
10083365,69392,2000505,0
10083367,69392,2000505,0
10083367,69400,2000511,0
10083367,69394,2000507,0
10083367,69422,2000514,0
10083367,128081,2000819,0
10083369,128081,2000819,0
10083369,69392,2000505,0
10083371,69392,2000505,0
10083371,69400,2000511,0
10083371,69394,2000507,0
10083373,69394,2000507,0
10083373,69392,2000505,0
10083373,69400,2000511,0
10083373,128081,2000819,0
10083373,69422,2000514,0
10083385,69422,2000514,0
10083385,69394,2000507,0
10083385,69392,2000505,0
10083385,69400,2000511,0
10083458,69392,2000505,0
10083458,69422,2000514,0
10083458,69400,2000511,0
10083458,128081,2000819,0
10083459,69392,2000505,0
10083482,69392,2000505,0
10083689,69394,2000507,0
10083691,69394,2000507,0
10083691,69392,2000505,0
10083691,69400,2000511,0
10083694,128081,2000819,0
10083724,69392,2000505,0
10083724,69400,2000511,0
10083724,69394,2000507,0
10083724,128081,2000819,0
10083727,128081,2000819,0
10083727,69394,2000507,0
10083727,69392,2000505,0
10083727,69400,2000511,0
10083731,69392,2000505,0
10083731,69400,2000511,0
10083731,69394,2000507,0
10083731,128081,2000819,0
10083735,128081,2000819,0
10083735,69392,2000505,0
10083735,69400,2000511,0
10083835,69392,2000505,0
10083836,69394,2000507,0
10083836,69392,2000505,0
10083836,69422,2000514,0
10083836,69400,2000511,0
10083843,69392,2000505,0
10083843,69400,2000511,0
10083847,69394,2000507,0
10083847,69400,2000511,0
10083847,69422,2000514,0
10083847,128081,2000819,0
10083847,69392,2000505,0
10083869,69394,2000507,0
10083870,69394,2000507,0
10083872,69394,2000507,0
10083881,69394,2000507,0
10083882,69394,2000507,0
10084156,69422,2000514,0
10084156,69392,2000505,0
10084156,69394,2000507,0
10084157,69392,2000505,0
10084159,69394,2000507,0
10084195,69400,2000511,0
10084195,69394,2000507,0
10084195,69392,2000505,0
10084195,69422,2000514,0
10084195,128081,2000819,0
10084196,69392,2000505,0
10084196,69394,2000507,0
10084196,69400,2000511,0
10084197,69400,2000511,0
10084197,69394,2000507,0
10084197,69392,2000505,0
10084197,128081,2000819,0
10084197,69422,2000514,0
10084198,69422,2000514,0
10084198,128081,2000819,0
10084198,69392,2000505,0
10084198,69394,2000507,0
10084198,69400,2000511,0
10084349,69394,2000507,0
10084349,69400,2000511,0
10084350,69400,2000511,0
10084350,69394,2000507,0
10084351,69394,2000507,0
10084351,69400,2000511,0
10084352,69400,2000511,0
10084352,69394,2000507,0
10084419,69394,2000507,0
10084419,69400,2000511,0
10084419,69422,2000514,0
10084419,69392,2000505,0
10084478,69422,2000514,0
10084478,69392,2000505,0
10084478,69394,2000507,0
10084479,69394,2000507,0
10084479,69392,2000505,0
10084479,69422,2000514,0
10084479,128081,2000819,0
10084480,128081,2000819,0
10084480,69392,2000505,0
10084480,69394,2000507,0
10084480,69400,2000511,0
10084482,69400,2000511,0
10084482,69394,2000507,0
10084482,69392,2000505,0
10084482,69422,2000514,0
10084483,69422,2000514,0
10084483,69392,2000505,0
10084483,69394,2000507,0
10084483,69400,2000511,0
10084484,69394,2000507,0
10084484,69392,2000505,0
10084484,69422,2000514,0
10084487,69422,2000514,0
10084487,69392,2000505,0
10084487,69394,2000507,0
10084487,69400,2000511,0
10084488,69394,2000507,0
10084488,69392,2000505,0
10084489,69392,2000505,0
10084489,69394,2000507,0
10084489,69422,2000514,0
10084490,69422,2000514,0
10084490,69394,2000507,0
10084490,69392,2000505,0
