ProductId,FreightClass,NMFCCode,ExcludeCourier,isAccessory,isSweepsEligible,isSuperdcEligible,SipsEligible
15022221,100,'070680-04',0,'0','0','0','0'
15022222,100,'070680-04',0,'0','0','0','0'
15022223,100,'070680-04',0,'0','0','0','0'
15022224,100,'070680-04',0,'0','0','0','0'
15022225,100,'070680-04',0,'0','0','0','0'
15022226,100,'070680-04',0,'0','0','0','0'
15022227,100,'070680-04',0,'0','0','0','0'
15022228,100,'070680-04',0,'0','0','0','0'
15022229,100,'070680-04',0,'0','0','0','0'
15022230,100,'070680-04',0,'0','0','0','0'
15022231,100,'070680-04',0,'0','0','0','0'
15022232,100,'070680-04',0,'0','0','0','0'
15022233,100,'070680-04',0,'0','0','0','0'
15022234,100,'070680-04',0,'0','0','0','0'
15022235,100,'070680-04',0,'0','0','0','0'
15022236,100,'070680-04',0,'0','0','0','0'
15022237,100,'070680-04',0,'0','0','0','0'
15022238,100,'070680-04',0,'0','0','0','0'
15022239,100,'070680-04',0,'0','0','0','0'
15022240,100,'070680-04',0,'0','0','0','0'
15022241,100,'070680-04',0,'0','0','0','0'
15022242,100,'070680-04',0,'0','0','0','0'
15022243,100,'070680-04',0,'0','0','0','0'
15022244,100,'070680-04',0,'0','0','0','0'
15022245,100,'070680-04',0,'0','0','0','0'
15022246,100,'070680-04',0,'0','0','0','0'
15022247,100,'070680-04',0,'0','0','0','0'
15022248,100,'070680-04',0,'0','0','0','0'
15022249,100,'070680-04',0,'0','0','0','0'
15022250,100,'070680-04',0,'0','0','0','0'
15022251,100,'070680-04',0,'0','0','0','0'
15022252,100,'070680-04',0,'0','0','0','0'
15022253,100,'070680-04',0,'0','0','0','0'
15022254,100,'070680-04',0,'0','0','0','0'
15022255,100,'070680-04',0,'0','0','0','0'
15022256,100,'070680-04',0,'0','0','0','0'
15022257,100,'070680-04',0,'0','0','0','0'
15022258,100,'070680-04',0,'0','0','0','0'
15022259,100,'070680-04',0,'0','0','0','0'
15022260,100,'070680-04',0,'0','0','0','0'
15022261,100,'070680-04',0,'0','0','0','0'
15022262,100,'070680-04',0,'0','0','0','0'
15022263,100,'070680-04',0,'0','0','0','0'
15022264,100,'070680-04',0,'0','0','0','0'
15022265,100,'070680-04',0,'0','0','0','0'
15022266,100,'070680-04',0,'0','0','0','0'
15022267,100,'070680-04',0,'0','0','0','0'
15022268,100,'070680-04',0,'0','0','0','0'
15022269,100,'070680-04',0,'0','0','0','0'
15022270,100,'070680-04',0,'0','0','0','0'
15022271,100,'070680-04',0,'0','0','0','0'
15022272,100,'070680-04',0,'0','0','0','0'
15022273,100,'070680-04',0,'0','0','0','0'
15022274,100,'070680-04',0,'0','0','0','0'
15022275,100,'070680-04',0,'0','0','0','0'
15022276,100,'070680-04',0,'0','0','0','0'
15022277,100,'070680-04',0,'0','0','0','0'
15022278,100,'070680-04',0,'0','0','0','0'
15022279,100,'070680-04',0,'0','0','0','0'
15022280,100,'070680-04',0,'0','0','0','0'
15022281,100,'070680-04',0,'0','0','0','0'
15022282,100,'070680-04',0,'0','0','0','0'
15022283,100,'070680-04',0,'0','0','0','0'
15022284,100,'070680-04',0,'0','0','0','0'
15022285,100,'070680-04',0,'0','0','0','0'
15022286,100,'070680-04',0,'0','0','0','0'
15022287,100,'070680-04',0,'0','0','0','0'
15022288,100,'070680-04',0,'0','0','0','0'
15022289,100,'070680-04',0,'0','0','0','0'
15022290,100,'070680-04',0,'0','0','0','0'
15022291,100,'070680-04',0,'0','0','0','0'
15022292,100,'070680-04',0,'0','0','0','0'
15022293,100,'070680-04',0,'0','0','0','0'
15022294,100,'070680-04',0,'0','0','0','0'
15022295,100,'070680-04',0,'0','0','0','0'
15022296,100,'070680-04',0,'0','0','0','0'
15022297,100,'070680-04',0,'0','0','0','0'
15022298,100,'070680-04',0,'0','0','0','0'
15022299,100,'070680-04',0,'0','0','0','0'
15022300,100,'070680-04',0,'0','0','0','0'
15022301,100,'070680-04',0,'0','0','0','0'
15022302,100,'070680-04',0,'0','0','0','0'
15022303,100,'070680-04',0,'0','0','0','0'
15022304,100,'070680-04',0,'0','0','0','0'
15022305,100,'070680-04',0,'0','0','0','0'
15022306,100,'070680-04',0,'0','0','0','0'
15022307,100,'070680-04',0,'0','0','0','0'
15022308,100,'070680-04',0,'0','0','0','0'
15022309,100,'070680-04',0,'0','0','0','0'
15022310,100,'070680-04',0,'0','0','0','0'
15022311,100,'070680-04',0,'0','0','0','0'
15022312,100,'070680-04',0,'0','0','0','0'
15022313,100,'070680-04',0,'0','0','0','0'
15022314,100,'070680-04',0,'0','0','0','0'
15022315,100,'070680-04',0,'0','0','0','0'
15022316,100,'070680-04',0,'0','0','0','0'
15022317,100,'070680-04',0,'0','0','0','0'
15022318,100,'070680-04',0,'0','0','0','0'
15022319,100,'070680-04',0,'0','0','0','0'
15022320,100,'070680-04',0,'0','0','0','0'
15022321,100,'070680-04',0,'0','0','0','0'
15022322,100,'070680-04',0,'0','0','0','0'
15022323,100,'070680-04',0,'0','0','0','0'
15022324,100,'070680-04',0,'0','0','0','0'
15022325,100,'070680-04',0,'0','0','0','0'
15022326,100,'070680-04',0,'0','0','0','0'
15022327,100,'070680-04',0,'0','0','0','0'
15022328,100,'070680-04',0,'0','0','0','0'
15022329,100,'070680-04',0,'0','0','0','0'
15022330,100,'070680-04',0,'0','0','0','0'
15022331,100,'070680-04',0,'0','0','0','0'
15022332,100,'070680-04',0,'0','0','0','0'
15022333,100,'070680-04',0,'0','0','0','0'
15022334,100,'070680-04',0,'0','0','0','0'
15022335,100,'070680-04',0,'0','0','0','0'
15022336,100,'070680-04',0,'0','0','0','0'
15022337,100,'070680-04',0,'0','0','0','0'
15022338,100,'070680-04',0,'0','0','0','0'
15022339,100,'070680-04',0,'0','0','0','0'
15022340,100,'070680-04',0,'0','0','0','0'
15022341,100,'070680-04',0,'0','0','0','0'
15022342,100,'070680-04',0,'0','0','0','0'
15022343,100,'070680-04',0,'0','0','0','0'
15022344,100,'070680-04',0,'0','0','0','0'
15022345,100,'070680-04',0,'0','0','0','0'
15022346,100,'070680-04',0,'0','0','0','0'
15022347,100,'070680-04',0,'0','0','0','0'
15022348,100,'070680-04',0,'0','0','0','0'
15022349,100,'070680-04',0,'0','0','0','0'
15022350,100,'070680-04',0,'0','0','0','0'
15022351,100,'070680-04',0,'0','0','0','0'
15022352,100,'070680-04',0,'0','0','0','0'
15022353,100,'070680-04',0,'0','0','0','0'
15022354,100,'070680-04',0,'0','0','0','0'
15022355,100,'070680-04',0,'0','0','0','0'
15022356,100,'070680-04',0,'0','0','0','0'
15022357,100,'070680-04',0,'0','0','0','0'
15022358,100,'070680-04',0,'0','0','0','0'
15022359,100,'070680-04',0,'0','0','0','0'
15022360,100,'070680-04',0,'0','0','0','0'
15022361,100,'070680-04',0,'0','0','0','0'
15022362,100,'070680-04',0,'0','0','0','0'
15022363,100,'070680-04',0,'0','0','0','0'
15022364,100,'070680-04',0,'0','0','0','0'
15022365,100,'070680-04',0,'0','0','0','0'
15022366,100,'070680-04',0,'0','0','0','0'
15022367,100,'070680-04',0,'0','0','0','0'
15022368,100,'070680-04',0,'0','0','0','0'
15022369,100,'070680-04',0,'0','0','0','0'
15022370,100,'070680-04',0,'0','0','0','0'
15022371,100,'070680-04',0,'0','0','0','0'
15022372,100,'070680-04',0,'0','0','0','0'
15022373,100,'070680-04',0,'0','0','0','0'
15022374,100,'070680-04',0,'0','0','0','0'
15022375,100,'070680-04',0,'0','0','0','0'
15022376,100,'070680-04',0,'0','0','0','0'
15022377,100,'070680-04',0,'0','0','0','0'
15022378,100,'070680-04',0,'0','0','0','0'
15022379,100,'070680-04',0,'0','0','0','0'
15022380,100,'070680-04',0,'0','0','0','0'
15022381,100,'070680-04',0,'0','0','0','0'
15022382,100,'070680-04',0,'0','0','0','0'
15022383,100,'070680-04',0,'0','0','0','0'
15022384,100,'070680-04',0,'0','0','0','0'
15022385,100,'070680-04',0,'0','0','0','0'
15022386,100,'070680-04',0,'0','0','0','0'
15022387,100,'070680-04',0,'0','0','0','0'
15022388,100,'070680-04',0,'0','0','0','0'
15022389,100,'070680-04',0,'0','0','0','0'
15022390,100,'070680-04',0,'0','0','0','0'
15022391,100,'070680-04',0,'0','0','0','0'
15022392,100,'070680-04',0,'0','0','0','0'
15022393,100,'070680-04',0,'0','0','0','0'
15022394,100,'070680-04',0,'0','0','0','0'
15022395,100,'070680-04',0,'0','0','0','0'
15022396,100,'070680-04',0,'0','0','0','0'
15022397,100,'070680-04',0,'0','0','0','0'
15022398,100,'070680-04',0,'0','0','0','0'
15022399,100,'070680-04',0,'0','0','0','0'
15022400,100,'070680-04',0,'0','0','0','0'
15022401,100,'070680-04',0,'0','0','0','0'
15022402,100,'070680-04',0,'0','0','0','0'
15022403,100,'070680-04',0,'0','0','0','0'
15022404,100,'070680-04',0,'0','0','0','0'
15022405,100,'070680-04',0,'0','0','0','0'
15022406,100,'070680-04',0,'0','0','0','0'
15022407,100,'070680-04',0,'0','0','0','0'
15022408,100,'070680-04',0,'0','0','0','0'
15022409,100,'070680-04',0,'0','0','0','0'
15022410,100,'070680-04',0,'0','0','0','0'
15022411,100,'070680-04',0,'0','0','0','0'
15022412,100,'070680-04',0,'0','0','0','0'
15022413,100,'070680-04',0,'0','0','0','0'
15022414,100,'070680-04',0,'0','0','0','0'
15022415,100,'070680-04',0,'0','0','0','0'
15022416,100,'070680-04',0,'0','0','0','0'
15022417,100,'070680-04',0,'0','0','0','0'
15022418,100,'070680-04',0,'0','0','0','0'
15022419,100,'070680-04',0,'0','0','0','0'
15022420,100,'070680-04',0,'0','0','0','0'
15022421,100,'070680-04',0,'0','0','0','0'
15022422,100,'070680-04',0,'0','0','0','0'
15022423,100,'070680-04',0,'0','0','0','0'
15022424,100,'070680-04',0,'0','0','0','0'
15022425,100,'070680-04',0,'0','0','0','0'
15022426,100,'070680-04',0,'0','0','0','0'
15022427,100,'070680-04',0,'0','0','0','0'
15022428,100,'070680-04',0,'0','0','0','0'
15022429,100,'070680-04',0,'0','0','0','0'
15022430,100,'070680-04',0,'0','0','0','0'
15022431,100,'070680-04',0,'0','0','0','0'
15022432,100,'070680-04',0,'0','0','0','0'
15022433,100,'070680-04',0,'0','0','0','0'
15022434,100,'070680-04',0,'0','0','0','0'
15022435,100,'070680-04',0,'0','0','0','0'
15022436,100,'070680-04',0,'0','0','0','0'
15022437,100,'070680-04',0,'0','0','0','0'
15022438,100,'070680-04',0,'0','0','0','0'
15022439,100,'070680-04',0,'0','0','0','0'
15022440,100,'070680-04',0,'0','0','0','0'
15022441,100,'070680-04',0,'0','0','0','0'
15022442,100,'070680-04',0,'0','0','0','0'
15022443,100,'070680-04',0,'0','0','0','0'
15022444,100,'070680-04',0,'0','0','0','0'
15022445,100,'070680-04',0,'0','0','0','0'
15022446,100,'070680-04',0,'0','0','0','0'
15022447,100,'070680-04',0,'0','0','0','0'
15022448,100,'070680-04',0,'0','0','0','0'
15022449,100,'070680-04',0,'0','0','0','0'
15022450,100,'070680-04',0,'0','0','0','0'
15022451,100,'070680-04',0,'0','0','0','0'
15022452,100,'070680-04',0,'0','0','0','0'
15022453,100,'070680-04',0,'0','0','0','0'
15022454,100,'070680-04',0,'0','0','0','0'
15022455,100,'070680-04',0,'0','0','0','0'
15022456,100,'070680-04',0,'0','0','0','0'
15022457,100,'070680-04',0,'0','0','0','0'
15022458,100,'070680-04',0,'0','0','0','0'
15022459,100,'070680-04',0,'0','0','0','0'
15022460,100,'070680-04',0,'0','0','0','0'
15022461,100,'070680-04',0,'0','0','0','0'
15022462,100,'070680-04',0,'0','0','0','0'
15022463,100,'070680-04',0,'0','0','0','0'
15022464,100,'070680-04',0,'0','0','0','0'
15022465,100,'070680-04',0,'0','0','0','0'
15022466,100,'070680-04',0,'0','0','0','0'
15022467,100,'070680-04',0,'0','0','0','0'
15022468,100,'070680-04',0,'0','0','0','0'
15022469,100,'070680-04',0,'0','0','0','0'
15022470,100,'070680-04',0,'0','0','0','0'
15022471,100,'070680-04',0,'0','0','0','0'
15022472,100,'070680-04',0,'0','0','0','0'
15022473,100,'070680-04',0,'0','0','0','0'
15022474,100,'070680-04',0,'0','0','0','0'
15022475,100,'070680-04',0,'0','0','0','0'
15022476,100,'070680-04',0,'0','0','0','0'
15022477,100,'070680-04',0,'0','0','0','0'
15022478,100,'070680-04',0,'0','0','0','0'
15022479,100,'070680-04',0,'0','0','0','0'
15022480,100,'070680-04',0,'0','0','0','0'
15022481,100,'070680-04',0,'0','0','0','0'
15022482,100,'070680-04',0,'0','0','0','0'
15022483,100,'070680-04',0,'0','0','0','0'
15022484,100,'070680-04',0,'0','0','0','0'
15022485,100,'070680-04',0,'0','0','0','0'
15022486,100,'070680-04',0,'0','0','0','0'
15022487,100,'070680-04',0,'0','0','0','0'
15022488,100,'070680-04',0,'0','0','0','0'
15022489,100,'070680-04',0,'0','0','0','0'
15022490,100,'070680-04',0,'0','0','0','0'
15022491,100,'070680-04',0,'0','0','0','0'
15022492,100,'070680-04',0,'0','0','0','0'
15022493,100,'070680-04',0,'0','0','0','0'
15022494,100,'070680-04',0,'0','0','0','0'
15022495,100,'070680-04',0,'0','0','0','0'
15022496,100,'070680-04',0,'0','0','0','0'
15022497,100,'070680-04',0,'0','0','0','0'
15022498,100,'070680-04',0,'0','0','0','0'
15022499,100,'070680-04',0,'0','0','0','0'
15022500,100,'070680-04',0,'0','0','0','0'
15022501,100,'070680-04',0,'0','0','0','0'
15022502,100,'070680-04',0,'0','0','0','0'
15022503,100,'070680-04',0,'0','0','0','0'
15022504,100,'070680-04',0,'0','0','0','0'
15022505,100,'070680-04',0,'0','0','0','0'
15022506,100,'070680-04',0,'0','0','0','0'
15022507,100,'070680-04',0,'0','0','0','0'
15022508,100,'070680-04',0,'0','0','0','0'
15022509,100,'070680-04',0,'0','0','0','0'
15022510,100,'070680-04',0,'0','0','0','0'
15022511,100,'070680-04',0,'0','0','0','0'
15022512,100,'070680-04',0,'0','0','0','0'
15022513,100,'070680-04',0,'0','0','0','0'
15022514,100,'070680-04',0,'0','0','0','0'
15022515,100,'070680-04',0,'0','0','0','0'
15022516,100,'070680-04',0,'0','0','0','0'
15022517,100,'070680-04',0,'0','0','0','0'
15022518,100,'070680-04',0,'0','0','0','0'
15022519,100,'070680-04',0,'0','0','0','0'
15022520,100,'070680-04',0,'0','0','0','0'
15022521,100,'070680-04',0,'0','0','0','0'
15022522,100,'070680-04',0,'0','0','0','0'
15022523,100,'070680-04',0,'0','0','0','0'
15022524,100,'070680-04',0,'0','0','0','0'
15022525,100,'070680-04',0,'0','0','0','0'
15022526,100,'070680-04',0,'0','0','0','0'
15022527,100,'070680-04',0,'0','0','0','0'
15022528,100,'070680-04',0,'0','0','0','0'
15022529,100,'070680-04',0,'0','0','0','0'
15022530,100,'070680-04',0,'0','0','0','0'
15022531,100,'070680-04',0,'0','0','0','0'
15022532,100,'070680-04',0,'0','0','0','0'
15022533,100,'070680-04',0,'0','0','0','0'
15022534,100,'070680-04',0,'0','0','0','0'
15022535,100,'070680-04',0,'0','0','0','0'
15022536,100,'070680-04',0,'0','0','0','0'
15022537,100,'070680-04',0,'0','0','0','0'
15022538,100,'070680-04',0,'0','0','0','0'
15022539,100,'070680-04',0,'0','0','0','0'
15022540,100,'070680-04',0,'0','0','0','0'
15022541,100,'070680-04',0,'0','0','0','0'
15022542,100,'070680-04',0,'0','0','0','0'
15022543,100,'070680-04',0,'0','0','0','0'
15022544,100,'070680-04',0,'0','0','0','0'
15022545,100,'070680-04',0,'0','0','0','0'
15022546,100,'070680-04',0,'0','0','0','0'
15022547,100,'070680-04',0,'0','0','0','0'
15022548,100,'070680-04',0,'0','0','0','0'
15022549,100,'070680-04',0,'0','0','0','0'
15022550,100,'070680-04',0,'0','0','0','0'
15022551,100,'070680-04',0,'0','0','0','0'
15022552,100,'070680-04',0,'0','0','0','0'
15022553,100,'070680-04',0,'0','0','0','0'
15022554,100,'070680-04',0,'0','0','0','0'
15022555,100,'070680-04',0,'0','0','0','0'
15022556,100,'070680-04',0,'0','0','0','0'
15022557,100,'070680-04',0,'0','0','0','0'
15022558,100,'070680-04',0,'0','0','0','0'
15022559,100,'070680-04',0,'0','0','0','0'
15022560,100,'070680-04',0,'0','0','0','0'
15022561,100,'070680-04',0,'0','0','0','0'
15022562,100,'070680-04',0,'0','0','0','0'
15022563,100,'070680-04',0,'0','0','0','0'
15022564,100,'070680-04',0,'0','0','0','0'
15022565,100,'070680-04',0,'0','0','0','0'
15022566,100,'070680-04',0,'0','0','0','0'
15022567,100,'070680-04',0,'0','0','0','0'
15022568,100,'070680-04',0,'0','0','0','0'
15022569,100,'070680-04',0,'0','0','0','0'
15022570,100,'070680-04',0,'0','0','0','0'
15022571,100,'070680-04',0,'0','0','0','0'
15022572,100,'070680-04',0,'0','0','0','0'
15022573,100,'070680-04',0,'0','0','0','0'
15022574,100,'070680-04',0,'0','0','0','0'
15022575,100,'070680-04',0,'0','0','0','0'
15022576,100,'070680-04',0,'0','0','0','0'
15022577,100,'070680-04',0,'0','0','0','0'
15022578,100,'070680-04',0,'0','0','0','0'
15022579,100,'070680-04',0,'0','0','0','0'
15022580,100,'070680-04',0,'0','0','0','0'
15022581,100,'070680-04',0,'0','0','0','0'
15022582,100,'070680-04',0,'0','0','0','0'
15022583,100,'070680-04',0,'0','0','0','0'
15022584,100,'070680-04',0,'0','0','0','0'
15022585,100,'070680-04',0,'0','0','0','0'
15022586,100,'070680-04',0,'0','0','0','0'
15022587,100,'070680-04',0,'0','0','0','0'
15022588,100,'070680-04',0,'0','0','0','0'
15022589,100,'070680-04',0,'0','0','0','0'
15022590,100,'070680-04',0,'0','0','0','0'
15022591,100,'070680-04',0,'0','0','0','0'
15022592,100,'070680-04',0,'0','0','0','0'
15022593,100,'070680-04',0,'0','0','0','0'
15022594,100,'070680-04',0,'0','0','0','0'
15022595,100,'070680-04',0,'0','0','0','0'
15022596,100,'070680-04',0,'0','0','0','0'
15022597,100,'070680-04',0,'0','0','0','0'
15022598,100,'070680-04',0,'0','0','0','0'
15022599,100,'070680-04',0,'0','0','0','0'
15022600,100,'070680-04',0,'0','0','0','0'
15022601,100,'070680-04',0,'0','0','0','0'
15022602,100,'070680-04',0,'0','0','0','0'
15022603,100,'070680-04',0,'0','0','0','0'
15022604,100,'070680-04',0,'0','0','0','0'
15022605,100,'070680-04',0,'0','0','0','0'
15022606,100,'070680-04',0,'0','0','0','0'
15022607,100,'070680-04',0,'0','0','0','0'
15022608,100,'070680-04',0,'0','0','0','0'
15022609,100,'070680-04',0,'0','0','0','0'
15022610,100,'070680-04',0,'0','0','0','0'
15022611,100,'070680-04',0,'0','0','0','0'
15022612,100,'070680-04',0,'0','0','0','0'
15022613,100,'070680-04',0,'0','0','0','0'
15022614,100,'070680-04',0,'0','0','0','0'
15022615,100,'070680-04',0,'0','0','0','0'
15022616,100,'070680-04',0,'0','0','0','0'
15022617,100,'070680-04',0,'0','0','0','0'
15022618,100,'070680-04',0,'0','0','0','0'
15022619,100,'070680-04',0,'0','0','0','0'
15022620,100,'070680-04',0,'0','0','0','0'
15022621,100,'070680-04',0,'0','0','0','0'
15022622,100,'070680-04',0,'0','0','0','0'
15022623,100,'070680-04',0,'0','0','0','0'
15022624,100,'070680-04',0,'0','0','0','0'
15022625,100,'070680-04',0,'0','0','0','0'
15022626,100,'070680-04',0,'0','0','0','0'
15022627,100,'070680-04',0,'0','0','0','0'
15022628,100,'070680-04',0,'0','0','0','0'
15022629,100,'070680-04',0,'0','0','0','0'
15022630,100,'070680-04',0,'0','0','0','0'
15022631,100,'070680-04',0,'0','0','0','0'
15022632,100,'070680-04',0,'0','0','0','0'
15022633,100,'070680-04',0,'0','0','0','0'
15022634,100,'070680-04',0,'0','0','0','0'
15022635,100,'070680-04',0,'0','0','0','0'
15022636,100,'070680-04',0,'0','0','0','0'
15022637,100,'070680-04',0,'0','0','0','0'
15022638,100,'070680-04',0,'0','0','0','0'
15022639,100,'070680-04',0,'0','0','0','0'
15022640,100,'070680-04',0,'0','0','0','0'
15022641,100,'070680-04',0,'0','0','0','0'
15022642,100,'070680-04',0,'0','0','0','0'
15022643,100,'070680-04',0,'0','0','0','0'
15022644,100,'070680-04',0,'0','0','0','0'
15022645,100,'070680-04',0,'0','0','0','0'
15022646,100,'070680-04',0,'0','0','0','0'
15022647,100,'070680-04',0,'0','0','0','0'
15022648,100,'070680-04',0,'0','0','0','0'
15022649,100,'070680-04',0,'0','0','0','0'
15022650,100,'070680-04',0,'0','0','0','0'
15022651,100,'070680-04',0,'0','0','0','0'
15022652,100,'070680-04',0,'0','0','0','0'
15022653,100,'070680-04',0,'0','0','0','0'
15022654,100,'070680-04',0,'0','0','0','0'
15022655,100,'070680-04',0,'0','0','0','0'
15022656,100,'070680-04',0,'0','0','0','0'
15022657,100,'070680-04',0,'0','0','0','0'
15022658,100,'070680-04',0,'0','0','0','0'
15022659,100,'070680-04',0,'0','0','0','0'
15022660,100,'070680-04',0,'0','0','0','0'
15022661,100,'070680-04',0,'0','0','0','0'
15022662,100,'070680-04',0,'0','0','0','0'
15022663,100,'070680-04',0,'0','0','0','0'
15022664,100,'070680-04',0,'0','0','0','0'
15022665,100,'070680-04',0,'0','0','0','0'
15022666,100,'070680-04',0,'0','0','0','0'
15022667,100,'070680-04',0,'0','0','0','0'
15022668,100,'070680-04',0,'0','0','0','0'
15022669,100,'070680-04',0,'0','0','0','0'
15022670,100,'070680-04',0,'0','0','0','0'
15022671,100,'070680-04',0,'0','0','0','0'
15022672,100,'070680-04',0,'0','0','0','0'
15022673,100,'070680-04',0,'0','0','0','0'
15022674,100,'070680-04',0,'0','0','0','0'
15022675,100,'070680-04',0,'0','0','0','0'
15022676,100,'070680-04',0,'0','0','0','0'
15022677,100,'070680-04',0,'0','0','0','0'
15022678,100,'070680-04',0,'0','0','0','0'
15022679,100,'070680-04',0,'0','0','0','0'
15022680,100,'070680-04',0,'0','0','0','0'
15022681,100,'070680-04',0,'0','0','0','0'
15022682,100,'070680-04',0,'0','0','0','0'
15022683,100,'070680-04',0,'0','0','0','0'
15022684,100,'070680-04',0,'0','0','0','0'
15022685,100,'070680-04',0,'0','0','0','0'
15022686,100,'070680-04',0,'0','0','0','0'
15022687,100,'070680-04',0,'0','0','0','0'
15022688,100,'070680-04',0,'0','0','0','0'
15022689,100,'070680-04',0,'0','0','0','0'
15022690,100,'070680-04',0,'0','0','0','0'
15022691,100,'070680-04',0,'0','0','0','0'
15022692,100,'070680-04',0,'0','0','0','0'
15022693,100,'070680-04',0,'0','0','0','0'
15022694,100,'070680-04',0,'0','0','0','0'
15022695,100,'070680-04',0,'0','0','0','0'
15022696,100,'070680-04',0,'0','0','0','0'
15022697,100,'070680-04',0,'0','0','0','0'
15022698,100,'070680-04',0,'0','0','0','0'
15022699,100,'070680-04',0,'0','0','0','0'
15022700,100,'070680-04',0,'0','0','0','0'
15022701,100,'070680-04',0,'0','0','0','0'
15022702,100,'070680-04',0,'0','0','0','0'
15022703,100,'070680-04',0,'0','0','0','0'
15022704,100,'070680-04',0,'0','0','0','0'
15022705,100,'070680-04',0,'0','0','0','0'
15022706,100,'070680-04',0,'0','0','0','0'
15022707,100,'070680-04',0,'0','0','0','0'
15022708,100,'070680-04',0,'0','0','0','0'
15022709,100,'070680-04',0,'0','0','0','0'
15022710,100,'070680-04',0,'0','0','0','0'
15022711,100,'070680-04',0,'0','0','0','0'
15022712,100,'070680-04',0,'0','0','0','0'
15022713,100,'070680-04',0,'0','0','0','0'
15022714,100,'070680-04',0,'0','0','0','0'
15022715,100,'070680-04',0,'0','0','0','0'
15022716,100,'070680-04',0,'0','0','0','0'
15022717,100,'070680-04',0,'0','0','0','0'
15022718,100,'070680-04',0,'0','0','0','0'
15022719,100,'070680-04',0,'0','0','0','0'
15022720,100,'070680-04',0,'0','0','0','0'
15022721,100,'070680-04',0,'0','0','0','0'
15022722,100,'070680-04',0,'0','0','0','0'
15022723,100,'070680-04',0,'0','0','0','0'
15022724,100,'070680-04',0,'0','0','0','0'
15022725,100,'070680-04',0,'0','0','0','0'
15022726,100,'070680-04',0,'0','0','0','0'
15022727,100,'070680-04',0,'0','0','0','0'
15022728,100,'070680-04',0,'0','0','0','0'
15022729,100,'070680-04',0,'0','0','0','0'
15022730,100,'070680-04',0,'0','0','0','0'
15022731,100,'070680-04',0,'0','0','0','0'
15022732,100,'070680-04',0,'0','0','0','0'
15022733,100,'070680-04',0,'0','0','0','0'
15022734,100,'070680-04',0,'0','0','0','0'
15022735,100,'070680-04',0,'0','0','0','0'
15022736,100,'070680-04',0,'0','0','0','0'
15022737,100,'070680-04',0,'0','0','0','0'
15022738,100,'070680-04',0,'0','0','0','0'
15022739,100,'070680-04',0,'0','0','0','0'
15022740,100,'070680-04',0,'0','0','0','0'
15022741,100,'070680-04',0,'0','0','0','0'
15022742,100,'070680-04',0,'0','0','0','0'
15022743,100,'070680-04',0,'0','0','0','0'
15022744,100,'070680-04',0,'0','0','0','0'
15022745,100,'070680-04',0,'0','0','0','0'
15022746,100,'070680-04',0,'0','0','0','0'
15022747,100,'070680-04',0,'0','0','0','0'
15022748,100,'070680-04',0,'0','0','0','0'
15022749,100,'070680-04',0,'0','0','0','0'
15022750,100,'070680-04',0,'0','0','0','0'
15022751,100,'070680-04',0,'0','0','0','0'
15022752,100,'070680-04',0,'0','0','0','0'
15022753,100,'070680-04',0,'0','0','0','0'
15022754,100,'070680-04',0,'0','0','0','0'
15022755,100,'070680-04',0,'0','0','0','0'
15022756,100,'070680-04',0,'0','0','0','0'
15022757,100,'070680-04',0,'0','0','0','0'
15022758,100,'070680-04',0,'0','0','0','0'
