ProductId,FreightClass,NMFCCode,ExcludeCourier,isAccessory,isSweepsEligible,isSuperdcEligible,SipsEligible
15000901,55,'037860',0,'1','0','0','0'
15000902,55,'037860',0,'1','0','0','0'
15000903,55,'037860',0,'1','0','0','0'
15000904,55,'037860',0,'1','0','0','0'
15000905,55,'037860',0,'1','0','0','0'
15000906,55,'037860',0,'1','0','0','0'
15000907,55,'037860',0,'1','0','0','0'
15000909,55,'037860',0,'1','0','0','0'
15000910,55,'037860',0,'1','0','0','0'
15000911,55,'037860',0,'1','0','0','0'
15000912,55,'037860',0,'1','0','0','0'
15000913,55,'037860',0,'1','0','0','0'
15000914,55,'037860',0,'1','0','0','0'
15000915,55,'037860',0,'1','0','0','0'
15000916,55,'037860',0,'1','0','0','0'
15000917,55,'037860',0,'1','0','0','0'
15000918,55,'037860',0,'1','0','0','0'
15000919,55,'037860',0,'1','0','0','0'
15000920,55,'037860',0,'1','0','0','0'
15000921,55,'037860',0,'1','0','0','0'
15000922,55,'037860',0,'1','0','0','0'
15000923,55,'037860',0,'1','0','0','0'
15000924,55,'037860',0,'1','0','0','0'
15000925,55,'037860',0,'1','0','0','0'
15000926,55,'037860',0,'1','0','0','0'
15000927,55,'037860',0,'1','0','0','0'
15000928,55,'037860',0,'1','0','0','0'
15000929,55,'037860',0,'1','0','0','0'
15000930,55,'037860',0,'1','0','0','0'
15000931,55,'037860',0,'1','0','0','0'
15000932,55,'037860',0,'1','0','0','0'
15000963,55,'037860',0,'1','0','0','0'
15000964,55,'037860',0,'1','0','0','0'
15000965,55,'037860',0,'1','0','0','0'
15000966,55,'037860',0,'1','0','0','0'
15000967,55,'037860',0,'1','0','0','0'
15000968,55,'037860',0,'1','0','0','0'
15000969,55,'037860',0,'1','0','0','0'
15000970,55,'037860',0,'1','0','0','0'
15000971,55,'037860',0,'1','0','0','0'
15000972,55,'037860',0,'1','0','0','0'
15000973,55,'037860',0,'1','0','0','0'
15000974,55,'037860',0,'1','0','0','0'
15000975,55,'037860',0,'1','0','0','0'
15000976,55,'037860',0,'1','0','0','0'
15000977,55,'037860',0,'1','0','0','0'
15000978,55,'037860',0,'1','0','0','0'
15000979,55,'037860',0,'1','0','0','0'
15000980,55,'037860',0,'1','0','0','0'
15000981,55,'037860',0,'1','0','0','0'
15000982,55,'037860',0,'1','0','0','0'
15000983,55,'037860',0,'1','0','0','0'
15000984,55,'037860',0,'1','0','0','0'
15000985,55,'037860',0,'1','0','0','0'
15000986,55,'037860',0,'1','0','0','0'
15000987,55,'037860',0,'1','0','0','0'
15000988,55,'037860',0,'1','0','0','0'
15000989,55,'037860',0,'1','0','0','0'
15000990,55,'037860',0,'1','0','0','0'
15000991,55,'037860',0,'1','0','0','0'
15000992,55,'037860',0,'1','0','0','0'
15000993,55,'037860',0,'1','0','0','0'
15000994,55,'037860',0,'1','0','0','0'
15000995,55,'037860',0,'1','0','0','0'
15000996,55,'037860',0,'1','0','0','0'
15000997,55,'037860',0,'1','0','0','0'
15000998,55,'037860',0,'1','0','0','0'
15000999,55,'037860',0,'1','0','0','0'
15001000,55,'037860',0,'1','0','0','0'
15001001,55,'037860',0,'1','0','0','0'
15001002,55,'037860',0,'1','0','0','0'
15001003,55,'037860',0,'1','0','0','0'
15001004,55,'037860',0,'1','0','0','0'
15001005,55,'037860',0,'1','0','0','0'
15001006,55,'037860',0,'1','0','0','0'
15001007,55,'037860',0,'1','0','0','0'
15001008,55,'037860',0,'1','0','0','0'
15001009,55,'037860',0,'1','0','0','0'
15001010,55,'037860',0,'1','0','0','0'
15001011,55,'037860',0,'1','0','0','0'
15001012,55,'037860',0,'1','0','0','0'
15001013,55,'037860',0,'1','0','0','0'
15001014,55,'037860',0,'1','0','0','0'
15001015,55,'037860',0,'1','0','0','0'
15001016,55,'037860',0,'1','0','0','0'
15001017,55,'037860',0,'1','0','0','0'
15001018,55,'037860',0,'1','0','0','0'
15001019,55,'037860',0,'1','0','0','0'
15001020,55,'037860',0,'1','0','0','0'
15001021,55,'037860',0,'1','0','0','0'
15001022,55,'037860',0,'1','0','0','0'
15001023,55,'037860',0,'1','0','0','0'
15001024,55,'037860',0,'1','0','0','0'
15001025,55,'037860',0,'1','0','0','0'
15001026,55,'037860',0,'1','0','0','0'
15001027,55,'037860',0,'1','0','0','0'
15001028,55,'037860',0,'1','0','0','0'
15001029,55,'037860',0,'1','0','0','0'
15001030,55,'037860',0,'1','0','0','0'
15001031,55,'037860',0,'1','0','0','0'
15001032,55,'037860',0,'1','0','0','0'
15001033,55,'037860',0,'1','0','0','0'
15001034,55,'037860',0,'1','0','0','0'
15001035,55,'037860',0,'1','0','0','0'
15001036,55,'037860',0,'1','0','0','0'
15001037,55,'037860',0,'1','0','0','0'
15001038,55,'037860',0,'1','0','0','0'
15001039,55,'037860',0,'1','0','0','0'
15001040,55,'037860',0,'1','0','0','0'
15001041,55,'037860',0,'1','0','0','0'
15001042,55,'037860',0,'1','0','0','0'
15001043,55,'037860',0,'1','0','0','0'
15001044,55,'037860',0,'1','0','0','0'
15001045,55,'037860',0,'1','0','0','0'
15001046,55,'037860',0,'1','0','0','0'
15001047,55,'037860',0,'1','0','0','0'
15001048,55,'037860',0,'1','0','0','0'
15001049,55,'037860',0,'1','0','0','0'
15001050,55,'037860',0,'1','0','0','0'
15001051,55,'037860',0,'1','0','0','0'
15001052,55,'037860',0,'1','0','0','0'
15001053,55,'037860',0,'1','0','0','0'
15001054,55,'037860',0,'1','0','0','0'
15001055,55,'037860',0,'1','0','0','0'
15001056,55,'037860',0,'1','0','0','0'
15001057,55,'037860',0,'1','0','0','0'
15001058,55,'037860',0,'1','0','0','0'
15001059,55,'037860',0,'1','0','0','0'
15001060,55,'037860',0,'1','0','0','0'
15001061,55,'037860',0,'1','0','0','0'
15001062,55,'037860',0,'1','0','0','0'
15001063,55,'037860',0,'1','0','0','0'
15001064,55,'037860',0,'1','0','0','0'
15001065,55,'037860',0,'1','0','0','0'
15001066,55,'037860',0,'1','0','0','0'
15001067,55,'037860',0,'1','0','0','0'
15001068,55,'037860',0,'1','0','0','0'
15001069,55,'037860',0,'1','0','0','0'
15001070,55,'037860',0,'1','0','0','0'
15001071,55,'037860',0,'1','0','0','0'
15001072,55,'037860',0,'1','0','0','0'
15001073,55,'037860',0,'1','0','0','0'
15001074,55,'037860',0,'1','0','0','0'
15001075,55,'037860',0,'1','0','0','0'
15001076,55,'037860',0,'1','0','0','0'
15001077,55,'037860',0,'1','0','0','0'
15001078,55,'037860',0,'1','0','0','0'
15001079,55,'037860',0,'1','0','0','0'
15001080,55,'037860',0,'1','0','0','0'
15001081,55,'037860',0,'1','0','0','0'
15001082,55,'037860',0,'1','0','0','0'
15001083,55,'037860',0,'1','0','0','0'
15001084,55,'037860',0,'1','0','0','0'
15001085,55,'037860',0,'1','0','0','0'
15001086,55,'037860',0,'1','0','0','0'
15001087,55,'037860',0,'1','0','0','0'
15001088,55,'037860',0,'1','0','0','0'
15001089,55,'037860',0,'1','0','0','0'
15001090,55,'037860',0,'1','0','0','0'
15001091,55,'037860',0,'1','0','0','0'
15001092,55,'037860',0,'1','0','0','0'
15001093,55,'037860',0,'1','0','0','0'
15001094,55,'037860',0,'1','0','0','0'
15001095,55,'037860',0,'1','0','0','0'
15001096,55,'037860',0,'1','0','0','0'
15001097,55,'037860',0,'1','0','0','0'
15001098,55,'037860',0,'1','0','0','0'
15001099,55,'037860',0,'1','0','0','0'
15001100,55,'037860',0,'1','0','0','0'
15001101,55,'037860',0,'1','0','0','0'
15001102,55,'037860',0,'1','0','0','0'
15001103,55,'037860',0,'1','0','0','0'
15001104,55,'037860',0,'1','0','0','0'
15001105,55,'037860',0,'1','0','0','0'
15001106,55,'037860',0,'1','0','0','0'
15001107,55,'037860',0,'1','0','0','0'
15001108,55,'037860',0,'1','0','0','0'
15001109,55,'037860',0,'1','0','0','0'
15001110,55,'037860',0,'1','0','0','0'
15001111,55,'037860',0,'1','0','0','0'
15001112,55,'037860',0,'1','0','0','0'
15001113,55,'037860',0,'1','0','0','0'
15001114,55,'037860',0,'1','0','0','0'
15001115,55,'037860',0,'1','0','0','0'
15001116,55,'037860',0,'1','0','0','0'
15001117,55,'037860',0,'1','0','0','0'
15001118,55,'037860',0,'1','0','0','0'
15001119,55,'037860',0,'1','0','0','0'
15001120,55,'037860',0,'1','0','0','0'
15001121,55,'037860',0,'1','0','0','0'
15001122,55,'037860',0,'1','0','0','0'
15001123,55,'037860',0,'1','0','0','0'
15001124,55,'037860',0,'1','0','0','0'
15001125,55,'037860',0,'1','0','0','0'
15001126,55,'037860',0,'1','0','0','0'
15001127,55,'037860',0,'1','0','0','0'
15001128,55,'037860',0,'1','0','0','0'
15001129,55,'037860',0,'1','0','0','0'
15001130,55,'037860',0,'1','0','0','0'
15001131,55,'037860',0,'1','0','0','0'
15001132,55,'037860',0,'1','0','0','0'
15001133,55,'037860',0,'1','0','0','0'
15001134,55,'037860',0,'1','0','0','0'
15001135,55,'037860',0,'1','0','0','0'
15001136,55,'037860',0,'1','0','0','0'
15001137,55,'037860',0,'1','0','0','0'
15001138,55,'037860',0,'1','0','0','0'
15001139,55,'037860',0,'1','0','0','0'
15001140,55,'037860',0,'1','0','0','0'
15001141,55,'037860',0,'1','0','0','0'
15001142,55,'037860',0,'1','0','0','0'
15001143,55,'037860',0,'1','0','0','0'
15001144,55,'037860',0,'1','0','0','0'
15001145,55,'037860',0,'1','0','0','0'
15001146,55,'037860',0,'1','0','0','0'
15001147,55,'037860',0,'1','0','0','0'
15001148,55,'037860',0,'1','0','0','0'
15001149,55,'037860',0,'1','0','0','0'
15001150,55,'037860',0,'1','0','0','0'
15001151,55,'037860',0,'1','0','0','0'
15001152,55,'037860',0,'1','0','0','0'
15001153,55,'037860',0,'1','0','0','0'
15001154,55,'037860',0,'1','0','0','0'
15001155,55,'037860',0,'1','0','0','0'
15001156,55,'037860',0,'1','0','0','0'
15001157,55,'037860',0,'1','0','0','0'
15001158,55,'037860',0,'1','0','0','0'
15001159,55,'037860',0,'1','0','0','0'
15001160,55,'037860',0,'1','0','0','0'
15001161,55,'037860',0,'1','0','0','0'
15001162,55,'037860',0,'1','0','0','0'
15001163,55,'037860',0,'1','0','0','0'
15001164,55,'037860',0,'1','0','0','0'
15001165,55,'037860',0,'1','0','0','0'
15001166,55,'037860',0,'1','0','0','0'
15001167,55,'037860',0,'1','0','0','0'
15001168,55,'037860',0,'1','0','0','0'
15001173,55,'037860',0,'1','0','0','0'
15001174,55,'037860',0,'1','0','0','0'
15001175,55,'037860',0,'1','0','0','0'
15001176,55,'037860',0,'1','0','0','0'
15001177,55,'037860',0,'1','0','0','0'
15001178,55,'037860',0,'1','0','0','0'
15001179,55,'037860',0,'1','0','0','0'
15001180,55,'037860',0,'1','0','0','0'
15001181,55,'037860',0,'1','0','0','0'
15001182,55,'037860',0,'1','0','0','0'
15001183,55,'037860',0,'1','0','0','0'
15001184,55,'037860',0,'1','0','0','0'
15001185,55,'037860',0,'1','0','0','0'
15001186,55,'037860',0,'1','0','0','0'
15001187,55,'037860',0,'1','0','0','0'
15001188,55,'037860',0,'1','0','0','0'
15001189,55,'037860',0,'1','0','0','0'
15001190,55,'037860',0,'1','0','0','0'
15001191,55,'037860',0,'1','0','0','0'
15001192,55,'037860',0,'1','0','0','0'
15001193,55,'037860',0,'1','0','0','0'
15001194,55,'037860',0,'1','0','0','0'
15001195,55,'037860',0,'1','0','0','0'
15001196,55,'037860',0,'1','0','0','0'
15001197,55,'037860',0,'1','0','0','0'
15001198,55,'037860',0,'1','0','0','0'
15001199,55,'037860',0,'1','0','0','0'
15001201,55,'037860',0,'1','0','0','0'
15001202,55,'037860',0,'1','0','0','0'
15001203,55,'037860',0,'1','0','0','0'
15001204,55,'037860',0,'1','0','0','0'
15001205,55,'037860',0,'1','0','0','0'
15001206,55,'037860',0,'1','0','0','0'
15001207,55,'037860',0,'1','0','0','0'
15001208,55,'037860',0,'1','0','0','0'
15001209,55,'037860',0,'1','0','0','0'
15001210,55,'037860',0,'1','0','0','0'
15001211,55,'037860',0,'1','0','0','0'
15001212,55,'037860',0,'1','0','0','0'
15001213,55,'037860',0,'1','0','0','0'
15001214,55,'037860',0,'1','0','0','0'
15001215,55,'037860',0,'1','0','0','0'
15001216,55,'037860',0,'1','0','0','0'
15001217,55,'037860',0,'1','0','0','0'
15001218,55,'037860',0,'1','0','0','0'
15001219,55,'037860',0,'1','0','0','0'
15001220,55,'037860',0,'1','0','0','0'
15001221,55,'037860',0,'1','0','0','0'
15001222,55,'037860',0,'1','0','0','0'
15001223,55,'037860',0,'1','0','0','0'
15001224,55,'037860',0,'1','0','0','0'
15001225,55,'037860',0,'1','0','0','0'
15001226,55,'037860',0,'1','0','0','0'
15001227,55,'037860',0,'1','0','0','0'
15001228,55,'037860',0,'1','0','0','0'
15001229,55,'037860',0,'1','0','0','0'
15001230,55,'037860',0,'1','0','0','0'
15001231,55,'037860',0,'1','0','0','0'
15001232,55,'037860',0,'1','0','0','0'
15001233,55,'037860',0,'1','0','0','0'
15001234,55,'037860',0,'1','0','0','0'
15001235,55,'037860',0,'1','0','0','0'
15001236,55,'037860',0,'1','0','0','0'
15001237,55,'037860',0,'1','0','0','0'
15001238,55,'037860',0,'1','0','0','0'
15001239,55,'037860',0,'1','0','0','0'
15001240,55,'037860',0,'1','0','0','0'
15001241,55,'037860',0,'1','0','0','0'
15001242,55,'037860',0,'1','0','0','0'
15001243,55,'037860',0,'1','0','0','0'
15001244,55,'037860',0,'1','0','0','0'
15001245,55,'037860',0,'1','0','0','0'
15001246,55,'037860',0,'1','0','0','0'
15001247,55,'037860',0,'1','0','0','0'
15001248,55,'037860',0,'1','0','0','0'
15001249,55,'037860',0,'1','0','0','0'
15001250,55,'037860',0,'1','0','0','0'
15001251,55,'037860',0,'1','0','0','0'
15001252,55,'037860',0,'1','0','0','0'
15001253,55,'037860',0,'1','0','0','0'
15001254,55,'037860',0,'1','0','0','0'
15001255,55,'037860',0,'1','0','0','0'
15001256,55,'037860',0,'1','0','0','0'
15001257,55,'037860',0,'1','0','0','0'
15001258,55,'037860',0,'1','0','0','0'
15001259,55,'037860',0,'1','0','0','0'
15001260,55,'037860',0,'1','0','0','0'
15001261,55,'037860',0,'1','0','0','0'
15001262,55,'037860',0,'1','0','0','0'
15001263,55,'037860',0,'1','0','0','0'
15001264,55,'037860',0,'1','0','0','0'
15001265,55,'037860',0,'1','0','0','0'
15001266,55,'037860',0,'1','0','0','0'
15001267,55,'037860',0,'1','0','0','0'
15001268,55,'037860',0,'1','0','0','0'
15001269,55,'037860',0,'1','0','0','0'
15001270,55,'037860',0,'1','0','0','0'
15001271,55,'037860',0,'1','0','0','0'
15001272,55,'037860',0,'1','0','0','0'
15001273,55,'037860',0,'1','0','0','0'
15001274,55,'037860',0,'1','0','0','0'
15001275,55,'037860',0,'1','0','0','0'
15001291,55,'037860',0,'0','1','1','1'
15001292,55,'037860',0,'0','1','1','1'
15001293,55,'037860',0,'0','1','1','1'
15001294,55,'037860',0,'0','1','1','1'
15001295,55,'037860',0,'0','1','1','1'
15001296,55,'037860',0,'0','1','1','1'
15001297,55,'037860',0,'0','1','1','1'
15001298,55,'037860',0,'0','1','1','1'
15001299,55,'037860',0,'0','1','1','1'
15001300,55,'037860',0,'0','1','1','1'
15001301,55,'037860',0,'0','1','1','1'
15001302,55,'037860',0,'0','1','1','1'
15001303,55,'037860',0,'0','1','1','1'
15001304,55,'037860',0,'0','1','1','1'
15001305,55,'037860',0,'0','1','1','1'
15001306,55,'037860',0,'0','1','1','1'
