ProductId,SellerId,PhxWarehouseId,Inventory
10062020,71033,2000488,250
10062021,71033,2000488,250
10062022,71033,2000488,250
10062024,71033,2000488,250
10062025,71033,2000488,250
10062026,71033,2000488,250
10062206,70486,2000288,43
10062206,70496,2000293,37
10062206,70506,2000298,29
10062206,70494,2000292,355
10062209,70494,2000292,666
10062209,70506,2000298,577
10062209,70486,2000288,6
10062215,70486,2000288,1000
10062215,70496,2000293,320
10062215,70506,2000298,267
10062215,70494,2000292,1000
10062216,70494,2000292,85
10062216,70506,2000298,110
10062216,70486,2000288,-54
10062218,70486,2000288,4
10062218,70506,2000298,659
10062218,70494,2000292,948
10062224,70494,2000292,850
10062224,70506,2000298,727
10062224,70486,2000288,1000
10062224,70496,2000293,349
10062225,70486,2000288,9
10062225,70506,2000298,6
10062225,70494,2000292,251
10062251,70494,2000292,351
10062251,70506,2000298,149
10062251,70486,2000288,280
10062252,70506,2000298,307
10062252,70494,2000292,25
10062263,70494,2000292,273
10062263,70506,2000298,-84
10062263,70486,2000288,272
10062272,70486,2000288,62
10062272,70506,2000298,202
10062272,70494,2000292,141
10062319,69591,2000396,22
10062319,69587,2000055,0
10062320,69587,2000055,0
10062320,69591,2000396,50
10062321,69591,2000396,3
10062321,69587,2000055,0
10062322,69587,2000055,0
10062322,69591,2000396,7
10062323,69591,2000396,34
10062323,69587,2000055,0
10065404,70595,2000318,240
10066727,70496,2000293,355
10066727,70486,2000288,314
10066727,70506,2000298,1000
10066727,70502,2000296,43
10066727,70494,2000292,665
10066728,70494,2000292,1000
10066728,70506,2000298,467
10066728,70502,2000296,93
10066728,70486,2000288,1000
10066728,70496,2000293,989
10066729,70496,2000293,698
10066729,70486,2000288,792
10066729,70502,2000296,37
10066729,70506,2000298,798
10066729,70494,2000292,738
10066731,70494,2000292,251
10066731,70506,2000298,546
10066731,70486,2000288,428
10066731,70496,2000293,34
10066732,70496,2000293,1330
10066732,70486,2000288,1511
10066732,70502,2000296,233
10066732,70506,2000298,2000
10066732,70494,2000292,2000
10066733,70494,2000292,50
10066733,70506,2000298,546
10066733,70486,2000288,-5
10066733,70496,2000293,-42
10066734,70496,2000293,35
10066734,70486,2000288,96
10066734,70506,2000298,280
10066734,70494,2000292,16
10066735,70494,2000292,178
10066735,70506,2000298,999
10066735,70502,2000296,43
10066735,70486,2000288,1129
10066735,70496,2000293,44
10066741,70496,2000293,135
10066741,70486,2000288,359
10066741,70506,2000298,611
10066741,70494,2000292,292
10066742,70494,2000292,648
10066742,70506,2000298,1000
10066742,70502,2000296,0
10066742,70486,2000288,180
10066742,70496,2000293,27
10066743,70496,2000293,1092
10066743,70486,2000288,385
10066743,70502,2000296,180
10066743,70506,2000298,942
10066743,70494,2000292,1421
10066745,70494,2000292,851
10066745,70502,2000296,18
10066745,70506,2000298,479
10066745,70486,2000288,607
10066745,70496,2000293,133
10066748,70496,2000293,180
10066748,70486,2000288,867
10066748,70506,2000298,496
10066748,70494,2000292,1045
10066749,70494,2000292,-28
10066749,70506,2000298,524
10066749,70486,2000288,57
10066759,70486,2000288,701
10066759,70496,2000293,127
10066759,70502,2000296,211
10066759,70506,2000298,2470
10066759,70494,2000292,1085
10066760,70494,2000292,726
10066760,70502,2000296,483
10066760,70506,2000298,572
10066760,70496,2000293,325
10066760,70486,2000288,-15
10066769,70486,2000288,37
10066769,70496,2000293,54
10066769,70506,2000298,216
10066769,70494,2000292,67
10067077,70494,2000292,1000
10067077,70506,2000298,914
10067077,70496,2000293,631
10067077,70486,2000288,732
10067078,70486,2000288,334
10067078,70496,2000293,601
10067078,70506,2000298,1002
10067078,70494,2000292,1435
10067079,70494,2000292,114
10067079,70506,2000298,300
10067079,70496,2000293,155
10067079,70486,2000288,68
10067080,70486,2000288,107
10067080,70496,2000293,181
10067080,70506,2000298,279
10067080,70494,2000292,296
10067085,70494,2000292,246
10067085,70506,2000298,1000
10067085,70496,2000293,263
10067085,70486,2000288,655
10067086,70486,2000288,319
10067086,70496,2000293,205
10067086,70506,2000298,809
10067086,70494,2000292,453
10067091,70494,2000292,294
10067091,70506,2000298,56
10067091,70496,2000293,487
10067091,70486,2000288,250
10067092,70486,2000288,268
10067092,70496,2000293,219
10067092,70506,2000298,604
10067092,70494,2000292,153
10067107,70494,2000292,1000
10067107,70506,2000298,1000
10067107,70496,2000293,631
10067107,70486,2000288,1000
10067108,70486,2000288,125
10067108,70496,2000293,864
10067108,70506,2000298,2000
10067108,70494,2000292,1165
10067115,70883,2000153,0
10067117,70883,2000153,0
10067144,70883,2000153,262
10067146,71023,2000482,0
10067147,71023,2000482,0
10067148,71023,2000482,-326
10067149,71023,2000482,-757
10067152,71023,2000482,0
10067153,71023,2000482,0
10067154,71023,2000482,0
10067155,71023,2000482,-672
10067158,71023,2000482,0
10067159,71023,2000482,0
10067160,71023,2000482,0
10067161,71023,2000482,1063
10067164,71023,2000482,0
10067165,71023,2000482,0
10067166,71023,2000482,0
10067167,71023,2000482,-258
10067170,71023,2000482,0
10067171,71023,2000482,0
10067172,71023,2000482,0
10067173,71023,2000482,-266
10067176,71023,2000482,-64
10067177,71023,2000482,0
10067178,71023,2000482,-925
10067179,71023,2000482,-286
10067220,71023,2000482,-2
10067221,71023,2000482,-3
10067222,71023,2000482,-1
10067223,71023,2000482,-2
10067224,71023,2000482,-1
10067225,71023,2000482,-5
10067236,71023,2000482,-3
10067237,71023,2000482,-4
10067238,71023,2000482,-2
10067239,71023,2000482,-1
10067240,71023,2000482,-1
10067241,71023,2000482,-3
10068047,69932,2000011,839
10068050,69932,2000011,40
10068053,69932,2000011,1027
10068053,69938,2000213,0
10068056,69932,2000011,496
10068056,69938,2000213,0
10068965,93614,2000561,0
10068966,93614,2000561,0
10069052,70283,2000246,36
10069250,69938,2000213,0
10069250,69932,2000011,153
10069253,69932,2000011,34
10069253,69938,2000213,0
10069256,69932,2000011,0
10071122,70980,2000474,0
10071132,70153,2000012,142
10071132,69934,2000084,117
10071133,69934,2000084,584
10071133,70153,2000012,38
10071134,70153,2000012,9
10071134,69934,2000084,2454
10071135,69934,2000084,1077
10071135,70153,2000012,0
10071136,70153,2000012,110
10071136,69934,2000084,1258
10071137,69934,2000084,1540
10071137,70153,2000012,72
10071138,70153,2000012,104
10071138,69934,2000084,1012
10071139,69934,2000084,2333
10071139,70153,2000012,132
10071140,70153,2000012,45
10071140,69934,2000084,3126
10071141,69934,2000084,1486
10071141,70153,2000012,50
10071146,70883,2000153,392
10071162,70883,2000153,345
10071217,69449,2000530,0
10071218,69449,2000530,0
10071234,69449,2000530,0
10071237,69449,2000530,0
10071238,69449,2000530,0
10071245,69449,2000530,0
10071246,69449,2000530,0
10071247,69449,2000530,0
10071249,69449,2000530,0
10071253,69449,2000530,0
10071257,69449,2000530,0
10071259,69449,2000530,0
10071316,69449,2000530,0
10071317,69449,2000530,0
10071318,69449,2000530,0
10071320,69449,2000530,0
10071336,69449,2000530,0
10071338,69449,2000530,0
10071339,69449,2000530,0
10071340,69449,2000530,0
10071415,70883,2000153,218
10071543,93614,2000561,0
10071577,93614,2000561,0
10071578,93614,2000561,0
10071580,93614,2000561,0
10072250,70496,2000293,58
10072250,70486,2000288,68
10072250,70506,2000298,3
10072250,70494,2000292,152
10072252,70494,2000292,148
10072252,70506,2000298,303
10072252,70486,2000288,112
10072252,70496,2000293,46
10072256,70496,2000293,51
10072256,70486,2000288,134
10072256,70506,2000298,-3
10072256,70494,2000292,543
10074335,70883,2000153,0
10074336,70883,2000153,0
10074337,70883,2000153,0
10074341,70883,2000153,0
10074342,70883,2000153,0
10074665,69934,2000084,0
10074665,70153,2000012,5
10074666,70153,2000012,204
10074666,69934,2000084,204
10074667,69934,2000084,1291
10074667,70153,2000012,0
10074668,70153,2000012,0
10074668,69934,2000084,1381
10074669,69934,2000084,270
10074669,70153,2000012,35
10074670,70153,2000012,1
10074670,69934,2000084,264
10074673,69934,2000084,922
10074673,70153,2000012,48
10074674,70153,2000012,0
10074674,69934,2000084,2440
10074675,69934,2000084,1078
10074675,70153,2000012,54
10074676,70153,2000012,4
10074676,69934,2000084,4
10074677,69934,2000084,1201
10074677,70153,2000012,0
10074678,70153,2000012,5
10074678,69934,2000084,359
10074683,69934,2000084,126
10074683,70153,2000012,126
10074684,70153,2000012,126
10074684,69934,2000084,126
10074686,69934,2000084,126
10074686,70153,2000012,126
10074687,70153,2000012,150
10074687,69934,2000084,150
10074688,69934,2000084,150
10074688,70153,2000012,150
10074817,93614,2000561,0
10074931,70883,2000153,0
10074933,70883,2000153,0
10074934,70883,2000153,0
10074935,70883,2000153,0
10074936,70883,2000153,0
10074937,70883,2000153,0
10074938,70883,2000153,0
10075053,69864,2000148,147
10075055,69864,2000148,323
10075057,69864,2000148,29
10075058,69864,2000148,-14
10075059,69864,2000148,132
10075060,69864,2000148,159
10075078,70506,2000298,1250
10075078,70494,2000292,992
10075078,70486,2000288,-3
10075081,70486,2000288,977
10075081,70494,2000292,1250
10075081,70506,2000298,927
10075084,70506,2000298,875
10075084,70494,2000292,232
10075084,70486,2000288,533
10075087,70486,2000288,396
10075087,70494,2000292,180
10075087,70506,2000298,1250
10075184,93614,2000561,0
10075222,70918,2000463,-269
10075224,70918,2000463,0
10075228,70918,2000463,-304
10075230,70918,2000463,0
10075234,70918,2000463,-88
10075236,70918,2000463,0
10075300,69597,2000056,-108
10075303,69597,2000056,-247
10075304,69597,2000056,-88
10075382,70883,2000153,0
10075394,70918,2000463,-259
10075400,70918,2000463,-406
10075491,93614,2000561,0
10075493,93614,2000561,0
10075833,70496,2000293,199
10075833,70486,2000288,249
10075833,70506,2000298,-142
10075833,70494,2000292,174
10075834,70494,2000292,271
10075834,70506,2000298,216
10075834,70486,2000288,19
10075834,70496,2000293,29
10075835,70496,2000293,28
10075835,70486,2000288,-253
10075835,70506,2000298,3
10075835,70494,2000292,24
10075836,70494,2000292,158
10075836,70506,2000298,653
10075836,70486,2000288,-56
10075836,70496,2000293,84
10075880,70496,2000293,1000
10075880,70486,2000288,257
10075880,70506,2000298,1000
10075880,70494,2000292,1000
10075881,70494,2000292,280
10075881,70506,2000298,1428
10075882,70506,2000298,1000
10075882,70494,2000292,870
10075882,70486,2000288,567
10075882,70496,2000293,974
10075885,70496,2000293,115
10075885,70486,2000288,425
10075885,70494,2000292,663
10075885,70506,2000298,1428
10076434,70883,2000153,207
10076435,70883,2000153,151
10076436,70883,2000153,72
10076567,70918,2000463,-172
10076802,70506,2000298,1822
10076802,70494,2000292,2000
10076802,70486,2000288,1150
10076984,71000,2000478,0
10076986,71000,2000478,0
10076991,71000,2000478,0
10076992,71000,2000478,0
10076994,71000,2000478,0
10076995,71000,2000478,0
10076996,71000,2000478,0
10077002,71000,2000478,0
10077003,71000,2000478,0
10077042,69911,2000010,121
10077042,69913,2000131,237
10077042,69915,2000336,635
10077043,69915,2000336,-11
10077043,69913,2000131,0
10077043,69911,2000010,25
10077044,69911,2000010,117
10077044,69913,2000131,501
10077044,69915,2000336,202
10077045,69915,2000336,663
10077045,69913,2000131,423
10077045,69911,2000010,568
10077046,69911,2000010,337
10077046,69913,2000131,336
10077046,69915,2000336,341
10077048,69915,2000336,544
10077048,69913,2000131,98
10077048,69911,2000010,104
10077049,69911,2000010,258
10077049,69913,2000131,947
10077049,69915,2000336,481
10077051,69915,2000336,622
10077051,69913,2000131,636
10077051,69911,2000010,574
10077052,69911,2000010,295
10077052,69913,2000131,345
10077052,69915,2000336,345
10077054,69915,2000336,584
10077054,69913,2000131,187
10077054,69911,2000010,114
10077055,69911,2000010,259
10077055,69913,2000131,259
10077055,69915,2000336,259
10077056,69915,2000336,29
10077056,69913,2000131,213
10077056,69911,2000010,268
10077058,69911,2000010,415
10077058,69913,2000131,338
10077058,69915,2000336,411
10077060,69915,2000336,259
10077060,69913,2000131,219
10077060,69911,2000010,0
10077061,69911,2000010,853
10077061,69913,2000131,25
10077061,69915,2000336,778
10077062,69915,2000336,371
10077062,69913,2000131,324
10077062,69911,2000010,0
10077064,69911,2000010,432
10077064,69913,2000131,477
10077064,69915,2000336,404
10077065,70486,2000288,1152
10077065,70506,2000298,-344
10077065,70494,2000292,1306
10077066,70494,2000292,115
10077066,70506,2000298,1961
10077066,70486,2000288,79
10077068,70486,2000288,57
10077068,70506,2000298,1696
10077068,70494,2000292,57
10077071,70494,2000292,131
10077071,70506,2000298,1075
10077071,70486,2000288,49
10077072,70486,2000288,213
10077072,70506,2000298,901
10077072,70494,2000292,112
10077074,70494,2000292,168
10077074,70506,2000298,204
10077074,70486,2000288,421
10077075,70486,2000288,48
10077075,70506,2000298,253
10077075,70494,2000292,-213
10077079,70494,2000292,141
10077079,70506,2000298,1110
10077079,70486,2000288,427
10077083,70486,2000288,1584
10077083,70506,2000298,363
10077083,70494,2000292,352
10077088,70494,2000292,14
10077088,70506,2000298,1057
10077088,70486,2000288,63
10077092,70486,2000288,441
10077092,70506,2000298,398
10077092,70494,2000292,436
10077096,70494,2000292,364
10077096,70506,2000298,-4
10077096,70486,2000288,1889
10077135,70486,2000288,1269
10077135,70506,2000298,1203
10077135,70494,2000292,686
10077142,70494,2000292,156
10077142,70506,2000298,681
10077142,70486,2000288,242
10077145,70486,2000288,747
10077145,70506,2000298,1459
10077145,70494,2000292,1093
10077162,70494,2000292,426
10077162,70506,2000298,-3
10077162,70486,2000288,408
10077166,70486,2000288,160
10077166,70506,2000298,347
10077166,70494,2000292,309
10077184,70494,2000292,763
10077184,70506,2000298,687
10077184,70486,2000288,1018
10077188,70486,2000288,953
10077188,70506,2000298,981
10077188,70494,2000292,693
10077194,70494,2000292,941
10077194,70506,2000298,995
10077194,70486,2000288,-55
10077199,70486,2000288,2273
10077199,70506,2000298,1423
10077199,70494,2000292,370
10077202,70494,2000292,2018
10077202,70506,2000298,2062
10077202,70486,2000288,355
10077206,70486,2000288,-47
10077206,70506,2000298,611
10077206,70494,2000292,82
10077213,70494,2000292,182
10077213,70506,2000298,986
10077213,70486,2000288,19
10077218,70486,2000288,358
10077218,70506,2000298,2148
10077218,70494,2000292,-12
10077222,70494,2000292,384
10077222,70506,2000298,896
10077222,70486,2000288,28
10077224,70486,2000288,798
10077224,70506,2000298,925
10077224,70494,2000292,1091
10077228,71000,2000478,999
10077230,71000,2000478,999
10077231,71000,2000478,999
10077232,71000,2000478,999
10077244,70153,2000012,112
10077244,69934,2000084,0
10077245,69934,2000084,6633
10077245,70153,2000012,178
10077246,70153,2000012,74
10077246,69934,2000084,821
10077247,69934,2000084,3630
10077247,70153,2000012,205
10077248,70153,2000012,45
10077248,69934,2000084,2454
10077249,69934,2000084,2573
10077249,70153,2000012,164
10077250,70153,2000012,193
10077250,69934,2000084,2328
10077251,69934,2000084,6663
10077251,70153,2000012,163
10077252,70153,2000012,193
10077252,69934,2000084,1653
10077253,69934,2000084,464
10077253,70153,2000012,210
10077254,70153,2000012,151
10077254,69934,2000084,3582
10077255,69934,2000084,1488
10077255,70153,2000012,130
10077256,70153,2000012,128
10077256,69934,2000084,516
10077257,69934,2000084,5456
10077257,70153,2000012,76
10077258,70153,2000012,98
10077258,69934,2000084,2310
10077259,69934,2000084,78
10077259,70153,2000012,153
10077260,70153,2000012,180
10077260,69934,2000084,8276
10077261,69934,2000084,10
10077261,70153,2000012,127
10077442,70883,2000153,0
10077443,70883,2000153,0
10077488,70883,2000153,0
10077785,69587,2000055,0
10077785,69591,2000396,57
10077787,69591,2000396,0
10077787,69587,2000055,0
10077788,69587,2000055,0
10077788,69591,2000396,84
10077789,69591,2000396,17
10077789,69587,2000055,0
10077790,69587,2000055,0
10077790,69591,2000396,256
10077791,69591,2000396,0
10077791,69587,2000055,0
10077792,69587,2000055,0
10077792,69591,2000396,-2
10077793,69591,2000396,0
10077793,69587,2000055,0
10077794,69587,2000055,0
10077794,69591,2000396,704
10077795,69591,2000396,602
10077795,69587,2000055,0
10077796,69587,2000055,0
10077796,69591,2000396,21
10077797,69591,2000396,174
10077797,69587,2000055,0
10077798,69587,2000055,0
10077798,69591,2000396,-4
10077800,69591,2000396,322
10077800,69587,2000055,0
10077801,69587,2000055,0
10077801,69591,2000396,30
10077808,70883,2000153,0
10077925,70395,2000274,0
10077926,70395,2000274,0
10077927,70395,2000274,0
10077928,70395,2000274,-3
10077950,70883,2000153,-160
10077951,70883,2000153,-109
10077952,70883,2000153,-191
10077953,70883,2000153,-274
10077954,70883,2000153,-73
10077955,70883,2000153,-23
10077956,70883,2000153,-65
10077957,70883,2000153,-112
10077958,70883,2000153,-163
10077959,70883,2000153,-116
10077960,70883,2000153,-217
10077961,70883,2000153,-284
10078021,70395,2000274,-13
10078022,70395,2000274,-35
10078023,70395,2000274,-16
10078024,70395,2000274,-88
10078037,70395,2000274,0
10078038,70395,2000274,-3
10078039,70395,2000274,-4
10078040,70395,2000274,-26
10078041,70395,2000274,0
10078042,70395,2000274,-1
10078043,70395,2000274,0
10078044,70395,2000274,-15
10078049,70395,2000274,0
10078050,70395,2000274,-2
10078051,70395,2000274,-3
10078052,70395,2000274,-1
10078053,70395,2000274,-13
10078054,70395,2000274,-1
10078055,70395,2000274,0
10078056,70395,2000274,-2
10078074,70395,2000274,-2
10078075,70395,2000274,-9
10078076,70395,2000274,-7
10078077,70395,2000274,-12
